Distance_to_Zone_km,Recent_Elephant_Count,Time_of_Day,Weather,Risk_Level
14.1,9,Afternoon,Heavy Rain,LOW
1.16,20,Morning,Light Rain,CRITICAL
12.51,22,Morning,Heavy Rain,LOW
14.53,18,Afternoon,Heavy Rain,LOW
7.32,14,Afternoon,Heavy Rain,MEDIUM
12.83,3,Morning,Heavy Rain,LOW
14.06,16,Dusk,Clear,LOW
4.44,6,Afternoon,Light Rain,MEDIUM
7.07,15,Morning,Light Rain,MEDIUM
13.65,22,Afternoon,Light Rain,LOW
0.15,13,Night,Clear,CRITICAL
13.9,7,Dusk,Heavy Rain,LOW
5.22,25,Morning,Clear,MEDIUM
1.71,5,Afternoon,Clear,HIGH
11.84,20,Dusk,Light Rain,LOW
12.18,16,Morning,Heavy Rain,LOW
8.4,8,Night,Heavy Rain,LOW
14.63,18,Night,Heavy Rain,LOW
14.02,6,Afternoon,Light Rain,LOW
5.65,5,Morning,Heavy Rain,MEDIUM
3.93,24,Afternoon,Clear,CRITICAL
7.38,14,Afternoon,Clear,MEDIUM
14.28,12,Morning,Light Rain,LOW
5.46,2,Dusk,Heavy Rain,MEDIUM
14.97,21,Dusk,Heavy Rain,LOW
1.61,4,Night,Heavy Rain,HIGH
8.65,22,Afternoon,Heavy Rain,LOW
5.05,2,Morning,Light Rain,MEDIUM
10.62,3,Dusk,Light Rain,LOW
2.6,3,Afternoon,Heavy Rain,HIGH
4.04,21,Morning,Light Rain,MEDIUM
4.26,18,Afternoon,Clear,MEDIUM
3.05,18,Afternoon,Light Rain,CRITICAL
8.91,19,Afternoon,Clear,LOW
4.75,13,Afternoon,Heavy Rain,MEDIUM
6.3,0,Morning,Clear,LOW
4.39,9,Night,Light Rain,HIGH
2.11,16,Night,Heavy Rain,CRITICAL
9.09,1,Morning,Heavy Rain,LOW
6.41,4,Afternoon,Heavy Rain,MEDIUM
0.2,15,Night,Heavy Rain,CRITICAL
12.02,0,Dusk,Clear,LOW
13.88,14,Afternoon,Clear,LOW
12.73,8,Morning,Light Rain,LOW
3.05,11,Night,Clear,CRITICAL
5.93,25,Dusk,Heavy Rain,MEDIUM
9.03,1,Dusk,Heavy Rain,LOW
8.39,11,Morning,Heavy Rain,LOW
8.67,13,Night,Clear,LOW
0.14,19,Morning,Heavy Rain,CRITICAL
2.15,21,Night,Clear,CRITICAL
0.69,1,Morning,Heavy Rain,MEDIUM
13.39,20,Dusk,Clear,LOW
10.12,19,Afternoon,Light Rain,LOW
12.99,24,Dusk,Light Rain,LOW
5.31,23,Night,Light Rain,MEDIUM
1.69,6,Night,Heavy Rain,CRITICAL
3.53,22,Afternoon,Heavy Rain,CRITICAL
4.33,24,Afternoon,Clear,MEDIUM
11.72,13,Dusk,Clear,LOW
4.7,5,Dusk,Clear,HIGH
11.38,20,Night,Heavy Rain,LOW
9.11,1,Night,Clear,LOW
7.7,23,Night,Clear,MEDIUM
11.25,12,Night,Clear,LOW
2.54,4,Morning,Light Rain,HIGH
12.87,25,Morning,Heavy Rain,LOW
1.59,19,Morning,Clear,CRITICAL
9.84,23,Afternoon,Clear,LOW
12.41,7,Afternoon,Heavy Rain,LOW
2.01,17,Morning,Clear,CRITICAL
12.48,8,Dusk,Clear,LOW
1.2,12,Night,Light Rain,CRITICAL
4.28,7,Afternoon,Light Rain,MEDIUM
0.78,13,Afternoon,Clear,CRITICAL
7.59,0,Morning,Heavy Rain,LOW
5.01,12,Dusk,Clear,CRITICAL
8.24,3,Dusk,Clear,LOW
13.11,1,Dusk,Clear,LOW
14.8,9,Afternoon,Light Rain,LOW
12.36,5,Morning,Clear,LOW
6.93,21,Morning,Light Rain,MEDIUM
6.04,10,Dusk,Heavy Rain,MEDIUM
1.6,2,Night,Heavy Rain,HIGH
4.94,1,Dusk,Heavy Rain,HIGH
2.05,22,Night,Clear,CRITICAL
2.87,14,Afternoon,Clear,CRITICAL
4.23,12,Afternoon,Clear,HIGH
6.62,10,Dusk,Light Rain,MEDIUM
4.0,20,Afternoon,Light Rain,MEDIUM
6.35,24,Morning,Clear,MEDIUM
5.11,10,Morning,Clear,MEDIUM
13.42,11,Morning,Heavy Rain,LOW
12.35,8,Afternoon,Light Rain,LOW
4.2,16,Dusk,Light Rain,HIGH
12.29,6,Night,Clear,LOW
2.41,19,Dusk,Clear,CRITICAL
3.97,21,Dusk,Light Rain,CRITICAL
14.46,13,Afternoon,Heavy Rain,LOW
1.56,0,Night,Heavy Rain,HIGH
5.69,20,Night,Clear,MEDIUM
14.59,9,Afternoon,Light Rain,LOW
1.09,2,Morning,Clear,MEDIUM
6.81,20,Morning,Light Rain,MEDIUM
7.79,9,Night,Light Rain,MEDIUM
11.37,25,Night,Heavy Rain,LOW
3.08,11,Morning,Heavy Rain,CRITICAL
0.39,15,Dusk,Heavy Rain,CRITICAL
0.12,16,Afternoon,Clear,CRITICAL
5.9,0,Afternoon,Clear,LOW
12.48,24,Afternoon,Heavy Rain,LOW
3.8,7,Dusk,Heavy Rain,HIGH
5.75,6,Night,Heavy Rain,MEDIUM
6.45,1,Night,Heavy Rain,MEDIUM
12.72,0,Afternoon,Clear,LOW
9.17,5,Night,Light Rain,LOW
8.61,21,Night,Light Rain,LOW
9.62,21,Morning,Heavy Rain,LOW
1.54,12,Dusk,Light Rain,MEDIUM
10.43,7,Morning,Light Rain,LOW
0.67,7,Night,Heavy Rain,CRITICAL
9.05,25,Morning,Light Rain,LOW
11.71,25,Night,Light Rain,LOW
5.51,1,Night,Clear,MEDIUM
1.37,9,Morning,Heavy Rain,HIGH
2.53,20,Dusk,Light Rain,HIGH
1.6,10,Dusk,Clear,CRITICAL
14.85,22,Afternoon,Heavy Rain,LOW
10.87,15,Afternoon,Heavy Rain,LOW
9.94,18,Night,Clear,LOW
4.13,2,Morning,Light Rain,MEDIUM
2.17,14,Night,Light Rain,CRITICAL
11.17,15,Night,Light Rain,LOW
9.18,20,Morning,Clear,LOW
11.84,25,Dusk,Light Rain,LOW
6.45,14,Night,Heavy Rain,MEDIUM
5.27,5,Dusk,Light Rain,MEDIUM
13.15,13,Afternoon,Clear,LOW
6.13,8,Dusk,Heavy Rain,MEDIUM
4.55,7,Night,Light Rain,HIGH
4.75,2,Dusk,Heavy Rain,HIGH
12.61,14,Night,Heavy Rain,LOW
14.37,11,Night,Heavy Rain,LOW
8.24,7,Afternoon,Heavy Rain,LOW
12.93,21,Afternoon,Clear,CRITICAL
7.68,16,Dusk,Clear,MEDIUM
12.22,8,Morning,Clear,LOW
0.9,9,Dusk,Heavy Rain,CRITICAL
2.49,3,Dusk,Light Rain,HIGH
1.52,14,Morning,Light Rain,CRITICAL
13.44,23,Morning,Light Rain,LOW
8.2,9,Afternoon,Clear,LOW
1.19,9,Dusk,Light Rain,CRITICAL
8.92,23,Afternoon,Light Rain,LOW
3.57,23,Morning,Light Rain,CRITICAL
7.99,13,Night,Heavy Rain,LOW
13.83,2,Morning,Clear,LOW
1.68,24,Dusk,Heavy Rain,CRITICAL
0.86,18,Night,Clear,CRITICAL
1.19,18,Morning,Light Rain,CRITICAL
2.64,7,Morning,Clear,HIGH
2.93,17,Dusk,Heavy Rain,CRITICAL
4.13,12,Night,Clear,HIGH
11.31,18,Afternoon,Light Rain,LOW
12.02,14,Night,Light Rain,LOW
7.01,18,Afternoon,Heavy Rain,MEDIUM
12.77,13,Dusk,Heavy Rain,LOW
10.72,15,Afternoon,Clear,LOW
9.68,6,Dusk,Heavy Rain,LOW
7.03,8,Morning,Heavy Rain,MEDIUM
10.26,12,Afternoon,Light Rain,LOW
11.45,21,Morning,Clear,LOW
12.77,18,Afternoon,Clear,LOW
11.31,20,Afternoon,Heavy Rain,LOW
4.85,14,Afternoon,Clear,MEDIUM
2.91,1,Dusk,Heavy Rain,HIGH
14.42,1,Night,Clear,LOW
9.31,23,Morning,Light Rain,LOW
12.77,8,Night,Clear,LOW
0.76,8,Afternoon,Light Rain,HIGH
11.25,24,Dusk,Clear,LOW
6.02,23,Morning,Clear,MEDIUM
1.61,24,Night,Light Rain,CRITICAL
1.53,11,Morning,Clear,CRITICAL
14.83,25,Dusk,Clear,LOW
2.03,5,Night,Light Rain,HIGH
0.52,16,Night,Clear,CRITICAL
7.75,21,Morning,Clear,MEDIUM
5.82,15,Afternoon,Light Rain,CRITICAL
1.88,3,Morning,Heavy Rain,HIGH
4.15,13,Night,Light Rain,HIGH
12.62,10,Night,Clear,LOW
5.32,2,Morning,Light Rain,MEDIUM
7.79,0,Morning,Clear,LOW
5.94,22,Night,Clear,HIGH
1.34,16,Night,Heavy Rain,CRITICAL
5.02,23,Night,Clear,MEDIUM
2.5,3,Dusk,Heavy Rain,HIGH
7.34,10,Dusk,Light Rain,MEDIUM
5.64,14,Night,Heavy Rain,MEDIUM
14.84,8,Night,Clear,LOW
3.48,23,Afternoon,Clear,CRITICAL
7.24,19,Dusk,Light Rain,MEDIUM
11.17,4,Afternoon,Clear,LOW
8.02,19,Night,Heavy Rain,LOW
9.6,21,Night,Light Rain,LOW
9.13,4,Dusk,Clear,LOW
5.24,11,Night,Heavy Rain,MEDIUM
3.79,1,Night,Heavy Rain,HIGH
14.54,2,Night,Clear,LOW
6.53,10,Dusk,Heavy Rain,MEDIUM
14.56,16,Dusk,Clear,LOW
0.75,0,Afternoon,Light Rain,LOW
3.25,19,Morning,Clear,CRITICAL
11.36,0,Afternoon,Light Rain,LOW
0.41,6,Night,Light Rain,HIGH
14.19,0,Dusk,Light Rain,LOW
2.11,5,Dusk,Light Rain,HIGH
1.94,25,Dusk,Clear,CRITICAL
7.94,1,Dusk,Heavy Rain,MEDIUM
0.32,5,Afternoon,Light Rain,HIGH
10.72,1,Afternoon,Heavy Rain,LOW
1.33,24,Dusk,Clear,CRITICAL
7.71,11,Dusk,Light Rain,MEDIUM
10.61,9,Dusk,Light Rain,LOW
5.39,3,Dusk,Light Rain,MEDIUM
10.21,7,Afternoon,Clear,LOW
3.61,20,Afternoon,Clear,CRITICAL
4.88,15,Night,Heavy Rain,HIGH
7.02,12,Afternoon,Heavy Rain,HIGH
9.37,25,Morning,Heavy Rain,MEDIUM
0.48,22,Dusk,Clear,CRITICAL
8.35,22,Night,Clear,LOW
3.37,15,Morning,Light Rain,CRITICAL
2.14,9,Morning,Heavy Rain,HIGH
6.29,4,Night,Heavy Rain,MEDIUM
3.29,14,Dusk,Heavy Rain,CRITICAL
3.46,1,Dusk,Heavy Rain,HIGH
2.25,7,Dusk,Clear,HIGH
7.15,17,Night,Heavy Rain,MEDIUM
3.26,11,Afternoon,Light Rain,CRITICAL
6.75,9,Dusk,Heavy Rain,MEDIUM
9.67,21,Morning,Heavy Rain,LOW
4.34,21,Morning,Light Rain,MEDIUM
1.43,19,Dusk,Light Rain,CRITICAL
5.95,12,Afternoon,Heavy Rain,MEDIUM
7.4,21,Afternoon,Light Rain,MEDIUM
7.17,4,Dusk,Light Rain,MEDIUM
12.8,17,Afternoon,Light Rain,LOW
2.38,4,Dusk,Light Rain,HIGH
8.5,12,Dusk,Clear,LOW
8.25,20,Morning,Clear,LOW
0.23,24,Night,Heavy Rain,CRITICAL
2.02,24,Afternoon,Light Rain,CRITICAL
13.64,13,Dusk,Heavy Rain,LOW
3.85,17,Night,Clear,CRITICAL
4.86,19,Dusk,Heavy Rain,HIGH
2.86,11,Morning,Heavy Rain,CRITICAL
6.96,7,Dusk,Light Rain,MEDIUM
11.32,9,Dusk,Light Rain,LOW
5.55,4,Night,Light Rain,MEDIUM
4.92,6,Afternoon,Light Rain,MEDIUM
8.16,1,Afternoon,Clear,LOW
5.09,16,Night,Light Rain,MEDIUM
12.37,5,Dusk,Clear,LOW
5.38,17,Morning,Clear,MEDIUM
12.06,18,Afternoon,Light Rain,LOW
2.39,16,Night,Clear,CRITICAL
9.96,12,Afternoon,Clear,LOW
2.98,8,Night,Light Rain,HIGH
13.55,2,Dusk,Clear,LOW
7.97,11,Night,Light Rain,MEDIUM
2.87,4,Dusk,Heavy Rain,HIGH
13.64,12,Dusk,Light Rain,LOW
5.49,11,Morning,Clear,MEDIUM
3.58,23,Morning,Clear,CRITICAL
4.74,19,Dusk,Heavy Rain,HIGH
6.66,18,Morning,Light Rain,MEDIUM
14.86,17,Dusk,Heavy Rain,LOW
14.46,20,Morning,Heavy Rain,LOW
4.88,16,Night,Heavy Rain,HIGH
6.09,1,Morning,Clear,MEDIUM
13.26,3,Dusk,Clear,LOW
10.07,0,Morning,Clear,LOW
9.48,15,Afternoon,Heavy Rain,LOW
4.52,18,Night,Clear,MEDIUM
13.38,16,Night,Light Rain,LOW
13.96,19,Night,Heavy Rain,LOW
6.51,0,Dusk,Clear,LOW
9.86,16,Dusk,Heavy Rain,LOW
2.01,3,Afternoon,Clear,HIGH
12.97,13,Afternoon,Heavy Rain,LOW
3.96,15,Night,Heavy Rain,CRITICAL
6.54,4,Night,Clear,MEDIUM
0.89,1,Night,Light Rain,HIGH
10.39,14,Afternoon,Light Rain,LOW
6.88,1,Afternoon,Heavy Rain,MEDIUM
0.69,1,Afternoon,Heavy Rain,MEDIUM
2.8,19,Morning,Light Rain,CRITICAL
0.26,13,Dusk,Light Rain,CRITICAL
3.9,5,Afternoon,Heavy Rain,MEDIUM
1.39,24,Dusk,Clear,CRITICAL
12.85,6,Dusk,Heavy Rain,LOW
4.68,12,Morning,Clear,MEDIUM
14.32,20,Morning,Clear,LOW
14.23,18,Morning,Clear,LOW
9.7,8,Dusk,Heavy Rain,LOW
13.37,9,Dusk,Heavy Rain,LOW
10.31,4,Afternoon,Clear,LOW
5.38,12,Afternoon,Heavy Rain,MEDIUM
7.49,16,Morning,Clear,MEDIUM
8.46,1,Afternoon,Clear,LOW
0.13,0,Morning,Clear,LOW
2.55,6,Night,Heavy Rain,HIGH
8.62,6,Night,Clear,LOW
10.09,1,Morning,Clear,LOW
6.1,14,Dusk,Light Rain,MEDIUM
9.63,7,Morning,Light Rain,LOW
9.57,25,Night,Light Rain,LOW
2.38,10,Morning,Light Rain,HIGH
4.11,9,Morning,Clear,MEDIUM
6.18,20,Morning,Heavy Rain,MEDIUM
5.51,1,Afternoon,Clear,MEDIUM
6.43,20,Morning,Heavy Rain,MEDIUM
3.62,12,Morning,Clear,CRITICAL
7.78,18,Morning,Heavy Rain,HIGH
12.71,1,Night,Light Rain,LOW
12.32,9,Afternoon,Clear,LOW
9.04,23,Afternoon,Light Rain,LOW
5.65,25,Afternoon,Light Rain,MEDIUM
0.77,8,Morning,Heavy Rain,HIGH
11.42,8,Morning,Light Rain,LOW
14.59,9,Dusk,Heavy Rain,LOW
14.91,18,Morning,Light Rain,LOW
4.99,9,Night,Light Rain,HIGH
1.89,21,Morning,Clear,CRITICAL
11.95,20,Night,Light Rain,LOW
1.73,20,Night,Light Rain,CRITICAL
6.15,3,Night,Heavy Rain,MEDIUM
1.0,9,Morning,Clear,HIGH
1.84,22,Night,Heavy Rain,CRITICAL
9.49,12,Dusk,Clear,LOW
13.5,24,Morning,Heavy Rain,LOW
11.25,13,Dusk,Heavy Rain,LOW
1.56,25,Night,Light Rain,CRITICAL
5.66,4,Afternoon,Heavy Rain,MEDIUM
4.21,25,Dusk,Light Rain,HIGH
5.41,0,Night,Clear,LOW
10.0,2,Afternoon,Heavy Rain,LOW
11.66,18,Morning,Clear,LOW
14.37,2,Morning,Heavy Rain,LOW
12.16,21,Night,Clear,LOW
7.88,3,Night,Heavy Rain,MEDIUM
12.37,3,Morning,Clear,LOW
8.92,8,Dusk,Clear,LOW
8.2,4,Night,Clear,LOW
10.11,14,Morning,Clear,MEDIUM
11.49,6,Night,Heavy Rain,LOW
2.93,3,Afternoon,Clear,HIGH
4.29,14,Afternoon,Light Rain,MEDIUM
10.93,21,Dusk,Light Rain,LOW
10.14,6,Morning,Heavy Rain,LOW
12.63,4,Afternoon,Clear,LOW
6.86,24,Morning,Clear,MEDIUM
5.65,1,Dusk,Clear,MEDIUM
4.0,2,Afternoon,Clear,MEDIUM
7.68,24,Morning,Light Rain,MEDIUM
10.99,7,Night,Light Rain,LOW
13.75,17,Night,Heavy Rain,LOW
0.98,3,Morning,Heavy Rain,HIGH
14.28,15,Dusk,Light Rain,LOW
12.42,1,Night,Clear,LOW
12.15,10,Morning,Heavy Rain,LOW
3.08,8,Morning,Heavy Rain,MEDIUM
2.41,23,Afternoon,Light Rain,CRITICAL
6.74,15,Dusk,Clear,MEDIUM
14.75,3,Night,Light Rain,HIGH
7.38,0,Night,Heavy Rain,LOW
11.14,9,Night,Heavy Rain,LOW
13.3,5,Dusk,Light Rain,LOW
1.84,21,Dusk,Light Rain,CRITICAL
11.19,21,Morning,Clear,LOW
1.05,2,Night,Clear,HIGH
2.99,9,Night,Clear,HIGH
7.86,23,Dusk,Heavy Rain,MEDIUM
6.7,18,Afternoon,Heavy Rain,MEDIUM
14.42,19,Dusk,Heavy Rain,LOW
7.91,13,Dusk,Clear,MEDIUM
4.38,23,Afternoon,Heavy Rain,MEDIUM
12.21,8,Morning,Light Rain,LOW
14.03,18,Night,Clear,LOW
6.6,14,Afternoon,Clear,MEDIUM
1.34,23,Night,Light Rain,CRITICAL
6.91,5,Night,Clear,MEDIUM
4.3,23,Night,Clear,HIGH
4.73,9,Afternoon,Heavy Rain,MEDIUM
3.75,5,Afternoon,Light Rain,MEDIUM
8.32,18,Dusk,Light Rain,LOW
7.22,8,Night,Clear,MEDIUM
11.43,22,Afternoon,Clear,LOW
3.22,9,Dusk,Heavy Rain,HIGH
10.08,23,Dusk,Heavy Rain,LOW
6.06,1,Dusk,Light Rain,MEDIUM
9.58,8,Afternoon,Light Rain,LOW
7.0,24,Afternoon,Light Rain,MEDIUM
12.0,19,Night,Clear,LOW
11.72,17,Afternoon,Light Rain,LOW
1.17,0,Night,Light Rain,HIGH
9.95,0,Night,Light Rain,CRITICAL
0.66,15,Morning,Heavy Rain,CRITICAL
0.1,25,Morning,Light Rain,CRITICAL
5.87,18,Afternoon,Heavy Rain,MEDIUM
14.5,15,Dusk,Light Rain,LOW
9.43,4,Morning,Light Rain,LOW
4.09,12,Night,Heavy Rain,HIGH
7.37,1,Dusk,Light Rain,MEDIUM
2.67,12,Afternoon,Clear,CRITICAL
4.13,11,Dusk,Clear,HIGH
9.87,22,Night,Light Rain,LOW
8.93,13,Morning,Light Rain,LOW
10.73,3,Morning,Heavy Rain,LOW
10.74,2,Afternoon,Heavy Rain,LOW
5.16,23,Afternoon,Clear,MEDIUM
2.97,20,Night,Clear,CRITICAL
4.6,4,Dusk,Light Rain,HIGH
8.41,13,Morning,Clear,LOW
3.2,23,Morning,Light Rain,CRITICAL
8.29,5,Afternoon,Light Rain,LOW
4.16,4,Night,Heavy Rain,HIGH
3.24,19,Dusk,Clear,CRITICAL
4.07,24,Night,Light Rain,HIGH
5.68,13,Morning,Clear,MEDIUM
4.98,2,Morning,Clear,MEDIUM
3.75,16,Morning,Clear,CRITICAL
8.18,5,Morning,Heavy Rain,LOW
13.82,21,Morning,Light Rain,LOW
4.85,15,Night,Clear,HIGH
1.56,15,Night,Heavy Rain,CRITICAL
12.5,3,Dusk,Heavy Rain,LOW
3.04,6,Night,Clear,HIGH
13.86,22,Morning,Heavy Rain,LOW
0.7,7,Dusk,Heavy Rain,CRITICAL
2.62,18,Night,Light Rain,CRITICAL
12.67,14,Night,Light Rain,LOW
7.03,8,Morning,Clear,MEDIUM
11.51,4,Dusk,Clear,LOW
3.07,8,Dusk,Clear,MEDIUM
9.37,0,Night,Light Rain,LOW
11.44,3,Afternoon,Clear,MEDIUM
7.69,1,Dusk,Heavy Rain,MEDIUM
11.7,16,Morning,Light Rain,LOW
14.31,7,Dusk,Light Rain,LOW
8.82,1,Afternoon,Light Rain,LOW
13.06,19,Afternoon,Clear,LOW
13.78,1,Night,Light Rain,LOW
10.17,23,Afternoon,Light Rain,LOW
7.65,7,Afternoon,Heavy Rain,MEDIUM
14.13,18,Night,Light Rain,LOW
8.55,20,Morning,Clear,LOW
8.86,10,Night,Clear,LOW
2.32,1,Afternoon,Heavy Rain,MEDIUM
11.33,4,Morning,Clear,LOW
1.67,13,Afternoon,Light Rain,CRITICAL
11.89,21,Morning,Clear,LOW
2.48,14,Night,Light Rain,CRITICAL
2.75,22,Morning,Clear,CRITICAL
11.27,10,Afternoon,Heavy Rain,LOW
8.46,21,Night,Heavy Rain,LOW
6.55,13,Dusk,Clear,MEDIUM
10.73,20,Night,Clear,LOW
13.93,20,Morning,Clear,LOW
3.4,19,Morning,Heavy Rain,CRITICAL
1.19,24,Dusk,Heavy Rain,CRITICAL
10.84,8,Night,Heavy Rain,LOW
0.44,21,Night,Light Rain,CRITICAL
8.23,2,Night,Heavy Rain,LOW
9.41,20,Dusk,Clear,LOW
3.61,9,Dusk,Heavy Rain,HIGH
12.3,3,Dusk,Clear,MEDIUM
5.75,8,Night,Clear,MEDIUM
14.67,22,Morning,Heavy Rain,LOW
5.43,17,Morning,Light Rain,MEDIUM
5.53,2,Afternoon,Clear,MEDIUM
11.1,19,Night,Clear,LOW
10.9,12,Dusk,Clear,LOW
5.14,3,Night,Light Rain,MEDIUM
13.6,8,Morning,Clear,LOW
7.56,22,Morning,Clear,MEDIUM
11.35,12,Night,Clear,LOW
11.53,17,Morning,Clear,LOW
12.7,23,Dusk,Light Rain,LOW
8.66,0,Night,Heavy Rain,LOW
14.62,14,Afternoon,Light Rain,LOW
9.62,6,Afternoon,Light Rain,LOW
0.64,20,Morning,Light Rain,CRITICAL
5.07,20,Night,Light Rain,MEDIUM
12.49,12,Morning,Clear,LOW
2.78,22,Morning,Clear,CRITICAL
5.78,8,Afternoon,Heavy Rain,MEDIUM
1.41,17,Dusk,Heavy Rain,CRITICAL
13.16,5,Night,Light Rain,LOW
6.13,0,Afternoon,Clear,LOW
4.41,24,Afternoon,Light Rain,MEDIUM
1.03,12,Dusk,Light Rain,CRITICAL
7.74,0,Night,Light Rain,LOW
7.5,14,Dusk,Light Rain,MEDIUM
13.57,2,Night,Light Rain,LOW
9.69,5,Morning,Clear,LOW
7.34,21,Dusk,Light Rain,MEDIUM
7.49,25,Afternoon,Light Rain,MEDIUM
9.39,11,Morning,Heavy Rain,LOW
6.88,4,Afternoon,Light Rain,MEDIUM
0.57,16,Afternoon,Heavy Rain,CRITICAL
11.91,17,Night,Light Rain,LOW
13.13,18,Dusk,Heavy Rain,LOW
14.66,9,Morning,Clear,LOW
1.92,20,Night,Heavy Rain,CRITICAL
0.49,7,Dusk,Light Rain,CRITICAL
5.96,13,Dusk,Light Rain,MEDIUM
7.11,2,Dusk,Light Rain,MEDIUM
14.65,24,Dusk,Clear,LOW
4.27,17,Night,Clear,HIGH
2.5,9,Morning,Light Rain,HIGH
10.73,22,Morning,Clear,LOW
5.15,9,Night,Clear,MEDIUM
4.77,19,Dusk,Clear,HIGH
14.75,20,Afternoon,Heavy Rain,LOW
7.89,24,Night,Heavy Rain,MEDIUM
3.68,20,Night,Heavy Rain,CRITICAL
11.87,10,Dusk,Light Rain,LOW
10.66,15,Morning,Light Rain,LOW
8.98,20,Afternoon,Light Rain,LOW
2.51,4,Night,Light Rain,LOW
9.68,9,Afternoon,Clear,LOW
2.19,13,Night,Light Rain,CRITICAL
0.21,14,Morning,Light Rain,CRITICAL
11.3,18,Morning,Light Rain,LOW
5.14,1,Afternoon,Clear,MEDIUM
6.21,6,Morning,Clear,HIGH
13.05,14,Afternoon,Clear,LOW
3.68,9,Afternoon,Light Rain,MEDIUM
12.21,16,Dusk,Light Rain,LOW
9.82,13,Morning,Heavy Rain,LOW
11.39,11,Morning,Heavy Rain,LOW
14.84,24,Night,Heavy Rain,MEDIUM
3.91,3,Afternoon,Clear,MEDIUM
4.64,11,Afternoon,Clear,MEDIUM
10.47,13,Dusk,Heavy Rain,LOW
7.98,0,Afternoon,Heavy Rain,CRITICAL
13.39,12,Dusk,Heavy Rain,LOW
2.43,12,Dusk,Clear,CRITICAL
0.33,5,Afternoon,Light Rain,HIGH
12.84,11,Afternoon,Light Rain,LOW
2.33,21,Dusk,Clear,CRITICAL
6.96,14,Morning,Heavy Rain,MEDIUM
4.32,24,Night,Light Rain,HIGH
0.78,13,Morning,Clear,CRITICAL
8.1,0,Dusk,Clear,LOW
6.85,3,Afternoon,Clear,MEDIUM
14.88,24,Dusk,Light Rain,LOW
9.97,20,Night,Light Rain,LOW
3.72,19,Night,Heavy Rain,CRITICAL
8.72,18,Dusk,Clear,HIGH
5.31,11,Dusk,Heavy Rain,MEDIUM
2.56,1,Night,Clear,HIGH
12.11,13,Dusk,Clear,LOW
1.01,16,Night,Light Rain,CRITICAL
0.6,0,Morning,Light Rain,LOW
14.7,6,Dusk,Clear,LOW
9.44,18,Night,Heavy Rain,LOW
10.16,13,Afternoon,Heavy Rain,LOW
14.24,2,Night,Light Rain,LOW
8.23,7,Morning,Light Rain,LOW
11.44,0,Morning,Heavy Rain,LOW
11.86,12,Night,Light Rain,LOW
5.99,11,Afternoon,Heavy Rain,MEDIUM
12.94,4,Afternoon,Light Rain,LOW
4.98,24,Night,Heavy Rain,HIGH
0.79,9,Morning,Heavy Rain,HIGH
14.56,21,Dusk,Clear,LOW
6.47,1,Afternoon,Clear,MEDIUM
12.82,17,Afternoon,Heavy Rain,LOW
6.92,15,Dusk,Heavy Rain,MEDIUM
10.03,20,Afternoon,Heavy Rain,LOW
5.93,17,Morning,Heavy Rain,MEDIUM
0.11,6,Night,Heavy Rain,CRITICAL
14.85,20,Night,Heavy Rain,LOW
14.14,3,Dusk,Clear,LOW
8.82,17,Morning,Light Rain,LOW
5.05,16,Afternoon,Clear,MEDIUM
9.74,2,Morning,Clear,LOW
6.14,25,Night,Clear,MEDIUM
8.97,14,Night,Clear,LOW
12.4,11,Morning,Light Rain,LOW
9.8,5,Morning,Heavy Rain,LOW
5.25,8,Morning,Clear,MEDIUM
4.7,12,Dusk,Clear,HIGH
1.24,11,Afternoon,Clear,CRITICAL
7.69,4,Night,Heavy Rain,MEDIUM
1.57,3,Dusk,Heavy Rain,HIGH
9.75,7,Morning,Heavy Rain,LOW
2.02,22,Afternoon,Light Rain,CRITICAL
9.22,5,Dusk,Heavy Rain,LOW
2.66,14,Dusk,Heavy Rain,CRITICAL
9.77,5,Afternoon,Clear,LOW
1.07,12,Afternoon,Heavy Rain,CRITICAL
8.79,20,Night,Heavy Rain,LOW
0.61,10,Afternoon,Clear,HIGH
4.34,24,Afternoon,Light Rain,MEDIUM
8.88,21,Morning,Heavy Rain,LOW
5.11,5,Dusk,Clear,MEDIUM
2.51,25,Afternoon,Light Rain,CRITICAL
6.95,11,Morning,Clear,MEDIUM
14.34,24,Morning,Light Rain,LOW
1.62,5,Afternoon,Heavy Rain,HIGH
4.53,9,Dusk,Light Rain,HIGH
10.83,19,Morning,Heavy Rain,LOW
12.18,22,Night,Heavy Rain,LOW
4.32,9,Morning,Light Rain,MEDIUM
3.99,5,Dusk,Clear,HIGH
7.82,22,Morning,Clear,MEDIUM
11.45,0,Morning,Heavy Rain,LOW
9.51,7,Night,Heavy Rain,LOW
7.06,17,Morning,Heavy Rain,MEDIUM
6.31,11,Morning,Clear,MEDIUM
11.29,0,Dusk,Light Rain,LOW
7.88,1,Night,Light Rain,MEDIUM
10.69,17,Night,Clear,MEDIUM
14.65,20,Dusk,Clear,LOW
14.55,10,Dusk,Light Rain,LOW
0.41,10,Dusk,Light Rain,CRITICAL
14.72,11,Dusk,Light Rain,LOW
5.68,8,Morning,Heavy Rain,MEDIUM
1.15,13,Morning,Clear,CRITICAL
5.76,22,Night,Clear,MEDIUM
5.38,21,Morning,Heavy Rain,MEDIUM
5.09,9,Afternoon,Clear,MEDIUM
12.12,20,Night,Light Rain,LOW
7.13,21,Morning,Clear,MEDIUM
12.24,11,Morning,Clear,LOW
